,Country,Missing,eventAction,convEvents,convMiss,lgcyViewCmplt,simpEvents,poEvents,progEvents
0,AR,"{'simpDistInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpDistColdFormStart', 'simpMembColdFindAff', 'progDistColdIntent', 'progMembColdView', 'simpDistInvtLanding', 'simpDistInvtSubmit', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembColdIntent', 'simpDistColdNextBttn', 'simpCustColdComplete', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'legacyDistColdIntent', 'simpDistColdIntent', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'progDistColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtAccept', 'simpDistInvtError', 'simpCustInvtView', 'simpDistInvtComplete', 'simpMembInvtLanding', 'simpCustInvtError', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'simpDistColdComplete', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'simpMembColdNextBttn', 'simpDistInvtIntent', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'simpDistColdFindAff', 'progDistColdComplete', 'simpDistColdView', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","['legacyDistColdView', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","[{'simpDistInvtView', 'simpCustInvtAccept', 'simpDistInvtAccept', 'simpDistInvtComplete', 'simpCustInvtView', 'simpMembInvtLanding', 'simpDistInvtLanding', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpDistColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'legacyDistColdIntent', 'progCustInvtView', 'simpDistColdIntent', 'progCustInvtComplete', 'simpDistInvtIntent', 'simpMembColdView', 'progMembColdComplete', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'progDistColdView', 'progDistColdComplete', 'progMembInvtView', 'progMembInvtIntent', 'simpDistColdView', 'progCustColdIntent', 'progMembColdIntent'}]",1,0,1,0
1,AT,"{'simpDistInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpDistColdFormStart', 'simpMembColdFindAff', 'progDistColdIntent', 'progMembColdView', 'simpDistInvtLanding', 'simpDistInvtSubmit', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembColdIntent', 'simpDistColdNextBttn', 'simpCustColdComplete', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'simpDistColdIntent', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'progDistColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtAccept', 'simpDistInvtError', 'simpCustInvtView', 'simpDistInvtComplete', 'simpMembInvtLanding', 'simpCustInvtError', 'legacyMembColdSubmit', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'simpDistColdComplete', 'legacyMembColdIntent', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'simpMembColdNextBttn', 'simpDistInvtIntent', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'legacyMembColdVerify', 'simpDistColdFindAff', 'progDistColdComplete', 'simpDistColdView', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","[{'simpDistInvtView', 'simpCustInvtAccept', 'simpDistInvtAccept', 'simpDistInvtComplete', 'simpCustInvtView', 'simpMembInvtLanding', 'simpDistInvtLanding', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpDistColdComplete', 'simpCustInvtLanding', 'legacyMembColdIntent', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'progCustInvtView', 'simpDistColdIntent', 'progCustInvtComplete', 'simpDistInvtIntent', 'simpMembColdView', 'progMembColdComplete', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'progDistColdView', 'progDistColdComplete', 'progMembInvtView', 'progMembInvtIntent', 'simpDistColdView', 'progCustColdIntent', 'progMembColdIntent'}]",1,0,1,0
2,AU,"{'simpDistInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpDistColdFormStart', 'simpMembColdFindAff', 'progDistColdIntent', 'progMembColdView', 'simpDistInvtLanding', 'simpDistInvtSubmit', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembColdIntent', 'simpDistColdNextBttn', 'simpCustColdComplete', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'simpDistColdIntent', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'progDistColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtAccept', 'simpDistInvtError', 'simpCustInvtView', 'simpDistInvtComplete', 'simpMembInvtLanding', 'simpCustInvtError', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'simpDistColdComplete', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'simpMembColdNextBttn', 'simpDistInvtIntent', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'simpCustInvtComplete', 'simpDistColdFindAff', 'progDistColdComplete', 'simpDistColdView', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdIntent', 'poCustColdComplete']","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdIntent', 'poCustColdComplete']","[{'simpDistInvtView', 'simpCustInvtAccept', 'simpDistInvtAccept', 'simpDistInvtComplete', 'simpCustInvtView', 'simpMembInvtLanding', 'simpDistInvtLanding', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpDistColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'progCustInvtView', 'simpDistColdIntent', 'progCustInvtComplete', 'simpDistInvtIntent', 'simpMembColdView', 'progMembColdComplete', 'simpCustInvtIntent', 'simpCustInvtComplete', 'progDistColdView', 'progDistColdComplete', 'progMembInvtView', 'progMembInvtIntent', 'simpDistColdView', 'progCustColdIntent', 'progMembColdIntent'}]",1,0,1,0
3,BE,"{'simpDistInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpDistColdFormStart', 'simpMembColdFindAff', 'progDistColdIntent', 'progMembColdView', 'simpDistInvtLanding', 'simpDistInvtSubmit', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembColdIntent', 'simpCustColdComplete', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'progDistColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtAccept', 'simpDistInvtError', 'simpCustInvtView', 'simpDistInvtComplete', 'simpMembInvtLanding', 'simpCustInvtError', 'legacyMembColdSubmit', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'simpDistColdComplete', 'legacyMembColdIntent', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'simpMembColdNextBttn', 'simpDistInvtIntent', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progDistColdComplete', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdIntent', 'simpDistColdFindAff', 'simpDistColdNextBttn']","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdIntent']","[{'simpDistInvtView', 'simpCustInvtAccept', 'simpDistInvtAccept', 'simpDistInvtComplete', 'simpCustInvtView', 'simpMembInvtLanding', 'simpDistInvtLanding', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpDistColdComplete', 'simpCustInvtLanding', 'legacyMembColdIntent', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'progCustInvtView', 'progCustInvtComplete', 'simpDistInvtIntent', 'simpMembColdView', 'progMembColdComplete', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'progDistColdView', 'progDistColdComplete', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'progMembColdIntent'}]",1,1,1,0
4,BN,"{'legacyMembInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpMembColdFindAff', 'legacyMembInvtSubmit', 'progDistColdIntent', 'legacyCustInvtVerify', 'progMembColdView', 'simpMembInvtSubmit', 'poCustColdView', 'simpMembInvtComplete', 'simpMembColdIntent', 'legacyCustColdView', 'simpCustColdComplete', 'legacyMembInvtVerify', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'legacyCustInvtComplete', 'progDistColdView', 'legacyMembColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'poCustColdComplete', 'legacyCustInvtSubmit', 'simpCustInvtView', 'simpMembInvtLanding', 'legacyCustInvtView', 'legacyMembInvtIntent', 'simpCustInvtError', 'legacyMembColdSubmit', 'progMembInvtComplete', 'simpMembInvtView', 'legacyCustColdSubmit', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'legacyMembColdIntent', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'legacyMembInvtComplete', 'simpMembColdNextBttn', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'legacyCustColdComplete', 'simpCustInvtComplete', 'legacyCustColdVerify', 'poCustColdIntent', 'legacyMembColdComplete', 'legacyMembColdVerify', 'progDistColdComplete', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'simpDistColdView', 'simpDistColdIntent', 'simpDistColdFindAff', 'simpDistColdNextBttn', 'simpDistColdFormStart', 'simpDistColdComplete', 'simpDistInvtLanding', 'simpDistInvtAccept', 'simpDistInvtView', 'simpDistInvtIntent', 'simpDistInvtSubmit', 'simpDistInvtComplete', 'simpDistInvtError']","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'simpDistColdView', 'simpDistColdIntent', 'simpDistColdComplete', 'simpDistInvtLanding', 'simpDistInvtAccept', 'simpDistInvtView', 'simpDistInvtIntent', 'simpDistInvtComplete']","[{'poCustColdComplete', 'legacyMembInvtView', 'simpCustInvtAccept', 'simpCustInvtView', 'simpMembInvtLanding', 'legacyCustInvtView', 'legacyMembInvtIntent', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'poCustColdView', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'legacyCustColdView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpCustInvtLanding', 'legacyMembColdIntent', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'progCustInvtView', 'legacyMembInvtComplete', 'progCustInvtComplete', 'simpMembColdView', 'progMembColdComplete', 'legacyCustInvtComplete', 'simpCustInvtIntent', 'legacyCustColdComplete', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'progDistColdView', 'progDistColdComplete', 'legacyMembColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'progMembColdIntent'}]",1,1,0,0
5,CA,"{'simpDistInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpDistColdFormStart', 'simpMembColdFindAff', 'progDistColdIntent', 'progMembColdView', 'simpDistInvtLanding', 'simpDistInvtSubmit', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembColdIntent', 'simpCustColdComplete', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'progDistColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtAccept', 'simpDistInvtError', 'simpCustInvtView', 'simpDistInvtComplete', 'simpMembInvtLanding', 'simpCustInvtError', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'simpDistColdComplete', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'simpMembColdNextBttn', 'simpDistInvtIntent', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'simpCustInvtComplete', 'progDistColdComplete', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdSubmit', 'legacyMembColdVerify', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdIntent', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdIntent', 'simpDistColdFindAff', 'simpDistColdNextBttn']","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdComplete', 'legacyMembColdView', 'legacyMembColdIntent', 'legacyMembColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdIntent', 'poCustColdComplete', 'simpDistColdView', 'simpDistColdIntent']","[{'simpDistInvtView', 'simpCustInvtAccept', 'simpDistInvtAccept', 'simpDistInvtComplete', 'simpCustInvtView', 'simpMembInvtLanding', 'simpDistInvtLanding', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpDistColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'progCustInvtView', 'progCustInvtComplete', 'simpDistInvtIntent', 'simpMembColdView', 'progMembColdComplete', 'simpCustInvtIntent', 'simpCustInvtComplete', 'progDistColdView', 'progDistColdComplete', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'progMembColdIntent'}]",1,1,1,0
6,CH,"{'simpDistInvtView', 'simpCustInvtAccept', 'simpCustColdNextBttn', 'simpDistColdFormStart', 'simpMembColdFindAff', 'progDistColdIntent', 'progMembColdView', 'simpDistInvtLanding', 'simpDistInvtSubmit', 'simpMembInvtSubmit', 'simpMembInvtComplete', 'simpMembColdIntent', 'simpDistColdNextBttn', 'simpCustColdComplete', 'progCustColdComplete', 'simpCustInvtLanding', 'simpMembColdComplete', 'simpDistColdIntent', 'progCustInvtComplete', 'progDistInvtComplete', 'simpMembColdView', 'simpCustColdFormStart', 'progMembColdComplete', 'progDistColdView', 'legacyMembColdView', 'progMembInvtView', 'progMembInvtIntent', 'progCustColdIntent', 'simpMembColdFormStart', 'simpDistInvtAccept', 'simpDistInvtError', 'simpCustInvtView', 'simpDistInvtComplete', 'simpMembInvtLanding', 'simpCustInvtError', 'legacyMembColdSubmit', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdIntent', 'progCustColdView', 'simpDistColdComplete', 'legacyMembColdIntent', 'simpMembInvtIntent', 'simpCustColdView', 'progCustInvtView', 'simpCustColdFindAff', 'simpMembColdNextBttn', 'simpDistInvtIntent', 'simpMembInvtError', 'simpCustInvtSubmit', 'progDistInvtView', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'legacyMembColdVerify', 'simpDistColdFindAff', 'progDistColdComplete', 'simpDistColdView', 'simpCustColdContactMe', 'progMembColdIntent'}","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdSubmit', 'legacyDistColdVerify', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdSubmit', 'legacyCustColdVerify', 'legacyCustColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtSubmit', 'legacyDistInvtVerify', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtSubmit', 'legacyCustInvtVerify', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtSubmit', 'legacyMembInvtVerify', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","['legacyDistColdView', 'legacyDistColdIntent', 'legacyDistColdComplete', 'legacyCustColdView', 'legacyCustColdComplete', 'legacyDistInvtView', 'legacyDistInvtIntent', 'legacyDistInvtComplete', 'legacyCustInvtView', 'legacyCustInvtComplete', 'legacyMembInvtView', 'legacyMembInvtIntent', 'legacyMembInvtComplete', 'poCustColdView', 'poCustColdComplete']","[{'simpDistInvtView', 'simpCustInvtAccept', 'simpDistInvtAccept', 'simpDistInvtComplete', 'simpCustInvtView', 'simpMembInvtLanding', 'simpDistInvtLanding', 'progDistColdIntent', 'progMembColdView', 'simpMembColdIntent', 'simpMembInvtComplete', 'progMembInvtComplete', 'simpMembInvtView', 'simpMembInvtAccept', 'simpCustColdComplete', 'simpCustColdIntent', 'progCustColdComplete', 'progCustColdView', 'simpDistColdComplete', 'simpCustInvtLanding', 'legacyMembColdIntent', 'simpMembColdComplete', 'simpCustColdView', 'simpMembInvtIntent', 'progCustInvtView', 'simpDistColdIntent', 'progCustInvtComplete', 'simpDistInvtIntent', 'simpMembColdView', 'progMembColdComplete', 'simpCustInvtIntent', 'simpCustInvtComplete', 'poCustColdIntent', 'legacyMembColdComplete', 'progDistColdView', 'progDistColdComplete', 'legacyMembColdView', 'progMembInvtView', 'progMembInvtIntent', 'simpDistColdView', 'progCustColdIntent', 'progMembColdIntent'}]",1,0,1,0
